	lvl_1	lvl_2	lvl_3	lvl_4	lvl_5	lvl_6	lvl_7	lvl_8	lvl_9	lvl_10	lvl_11	lvl_12	lvl_13	lvl_14	lvl_15	lvl_16
-0.14001	-176.1471588	-176.0392988	-175.9326644	-175.8282101	-175.7281361	-175.6384529	-175.5775858	-175.581378	-175.2519077	-175.2556999	-175.194833	-175.1051498	-175.0050761	-174.9006219	-174.7939881	-174.6861285
-0.13901	-176.1448776	-176.0370373	-175.9304367	-175.826045	-175.726106	-175.6367698	-175.576879	-175.5822554	-175.2510303	-175.2564067	-175.1965161	-175.1071799	-175.007241	-174.9028498	-174.7962495	-174.6884097
-0.13801	-176.1425967	-176.0347764	-175.9282098	-175.8238818	-175.7240802	-175.6350987	-175.5762034	-175.5831608	-175.2501249	-175.2570823	-175.1981871	-175.1092057	-175.0094044	-174.9050768	-174.7985104	-174.6906906
-0.13701	-176.140316	-176.032516	-175.9259839	-175.8217205	-175.7220587	-175.63344	-175.5755592	-175.5840939	-175.2491918	-175.2577265	-175.1998458	-175.1112272	-175.0115656	-174.9073025	-174.8007707	-174.6929713
-0.13601	-176.1380355	-176.0302563	-175.9237589	-175.8195613	-175.7200418	-175.6317937	-175.5749469	-175.5850542	-175.2482315	-175.2583388	-175.2014921	-175.1132441	-175.0137249	-174.9095274	-174.8030305	-174.6952516
-0.13501	-176.1357556	-176.0279971	-175.921535	-175.8174038	-175.7180295	-175.6301601	-175.5743665	-175.5860413	-175.2472444	-175.2589192	-175.2031257	-175.1152564	-175.0158822	-174.9117515	-174.8052897	-174.6975315
-0.13401	-176.1334761	-176.0257384	-175.919312	-175.8152484	-175.7160219	-175.6285397	-175.5738186	-175.5870545	-175.2462312	-175.2594671	-175.2047461	-175.117264	-175.0180377	-174.9139744	-174.8075484	-174.6998112
-0.13301	-176.1311967	-176.0234803	-175.9170899	-175.813095	-175.7140189	-175.6269327	-175.5733037	-175.5880935	-175.2451922	-175.259982	-175.206353	-175.119267	-175.0201911	-174.9161964	-174.8098065	-174.7020905
-0.13201	-176.1289179	-176.0212227	-175.9148689	-175.8109437	-175.7120207	-175.6253395	-175.572822	-175.5891578	-175.2441281	-175.2604639	-175.2079463	-175.1212652	-175.0223425	-174.9184174	-174.8120641	-174.7043694
-0.13101	-176.1266392	-176.0189657	-175.9126492	-175.8087943	-175.7100277	-175.6237602	-175.5723735	-175.5902468	-175.2430389	-175.2609122	-175.2095256	-175.1232582	-175.0244918	-174.9206373	-174.814321	-174.706648
-0.13001	-176.1243609	-176.0167094	-175.9104302	-175.8066473	-175.7080396	-175.6221952	-175.5719588	-175.5913602	-175.2419254	-175.2613268	-175.2110905	-175.1252463	-175.0266388	-174.922856	-174.8165774	-174.7089262
-0.12901	-176.1220831	-176.0144536	-175.9082125	-175.8045022	-175.7060566	-175.6206451	-175.5715784	-175.5924977	-175.240788	-175.2617072	-175.2126407	-175.1272293	-175.0287839	-174.9250739	-174.8188333	-174.7112041
-0.12801	-176.1198058	-176.0121984	-175.9059956	-175.8023594	-175.7040789	-175.61911	-175.5712322	-175.5936586	-175.2396272	-175.2620536	-175.2141759	-175.129207	-175.0309267	-174.9272907	-174.8210883	-174.7134815
-0.12701	-176.1175286	-176.0099437	-175.90378	-175.8002188	-175.7021066	-175.6175901	-175.5709204	-175.5948425	-175.2384434	-175.2623653	-175.2156958	-175.1311793	-175.0330673	-174.9295064	-174.8233428	-174.7157586
-0.12601	-176.1152517	-176.0076898	-175.9015654	-175.7980803	-175.7001398	-175.6160859	-175.5706434	-175.5960488	-175.2372369	-175.2626423	-175.2171999	-175.1331461	-175.0352056	-174.9317209	-174.8255969	-174.7180354
-0.12501	-176.1129754	-176.0054364	-175.8993521	-175.7959443	-175.6981786	-175.6145977	-175.5704012	-175.5972772	-175.2360086	-175.2628845	-175.2186879	-175.1351073	-175.0373418	-174.9339344	-174.8278504	-174.7203118
-0.12401	-176.1106994	-176.0031838	-175.8971396	-175.7938107	-175.6962229	-175.6131262	-175.5701943	-175.5985272	-175.2347584	-175.2630914	-175.2201595	-175.1370628	-175.0394754	-174.9361466	-174.8301031	-174.7225879
-0.12301	-176.1084238	-176.0009316	-175.8949285	-175.7916793	-175.6942732	-175.6116714	-175.5700225	-175.5997985	-175.2334872	-175.2632632	-175.2216143	-175.1390125	-175.0416067	-174.9383578	-174.8323551	-174.7248635
-0.12201	-176.1061484	-175.9986801	-175.8927186	-175.7895503	-175.6923295	-175.6102338	-175.569886	-175.6010906	-175.2321952	-175.2633997	-175.223052	-175.1409563	-175.0437357	-174.9405678	-174.8346065	-174.7271386
-0.12101	-176.1038736	-175.9964292	-175.8905098	-175.7874239	-175.690392	-175.6088139	-175.5697849	-175.6024029	-175.2308829	-175.2635008	-175.224472	-175.1428939	-175.0458622	-174.9427765	-174.8368573	-174.7294134
-0.12001	-176.1015991	-175.9941791	-175.8883021	-175.7853	-175.6884606	-175.6074117	-175.5697195	-175.6037352	-175.2295506	-175.2635662	-175.225874	-175.1448254	-175.047986	-174.9449841	-174.8391076	-174.731688
-0.11901	-176.0993252	-175.9919296	-175.8860957	-175.7831786	-175.6865355	-175.606028	-175.5696895	-175.6050868	-175.2281988	-175.2635962	-175.2272578	-175.1467505	-175.0501075	-174.9471907	-174.841357	-174.733962
-0.11801	-176.0970514	-175.9896807	-175.8838906	-175.7810598	-175.6846168	-175.604663	-175.5696949	-175.6064575	-175.2268282	-175.2635908	-175.2286226	-175.1486691	-175.0522264	-174.9493958	-174.8436058	-174.7362357
-0.11701	-176.0947781	-175.9874326	-175.8816866	-175.7789435	-175.6827048	-175.6033174	-175.5697361	-175.607847	-175.2254387	-175.2635496	-175.2299683	-175.1505809	-175.0543425	-174.9515996	-174.8458539	-174.7385088
-0.11601	-176.0925053	-175.9851851	-175.879484	-175.7768299	-175.6807997	-175.6019912	-175.5698128	-175.6092546	-175.2240311	-175.2634729	-175.2312946	-175.1524862	-175.056456	-174.9538023	-174.8481015	-174.7407818
-0.11501	-176.0902329	-175.9829384	-175.8772827	-175.7747192	-175.6789015	-175.6006852	-175.569925	-175.6106802	-175.2226057	-175.2633607	-175.2326008	-175.1543845	-175.0585668	-174.9560036	-174.8503484	-174.7430541
-0.11401	-176.0879609	-175.9806923	-175.8750826	-175.7726114	-175.6770102	-175.5993995	-175.5700726	-175.6121231	-175.2211626	-175.2632131	-175.2338863	-175.1562756	-175.0606749	-174.9582037	-174.8525943	-174.7453263
-0.11301	-176.0856891	-175.9784469	-175.8728837	-175.7705062	-175.6751261	-175.5981346	-175.5702556	-175.6135832	-175.2197026	-175.2630303	-175.235151	-175.1581595	-175.06278	-174.9604024	-174.8548396	-174.7475978
-0.11201	-176.083418	-175.9762021	-175.8706864	-175.7684037	-175.6732496	-175.5968912	-175.5704737	-175.6150598	-175.2182259	-175.262812	-175.2363946	-175.1600362	-175.0648822	-174.9625999	-174.8570844	-174.749869
-0.11101	-176.0811474	-175.9739584	-175.8684905	-175.7663043	-175.6713807	-175.5956695	-175.5707265	-175.6165528	-175.2167329	-175.2625591	-175.2376162	-175.1619054	-175.0669815	-174.9647957	-174.8593283	-174.7521396
-0.11001	-176.078877	-175.9717153	-175.8662958	-175.7642079	-175.6695192	-175.5944701	-175.5710145	-175.6180618	-175.215224	-175.2622713	-175.2388155	-175.1637666	-175.0690781	-174.9669905	-174.8615713	-174.75441
-0.10901	-176.0766071	-175.9694728	-175.8641026	-175.7621146	-175.6676658	-175.5932934	-175.5713371	-175.6195865	-175.2136993	-175.2619486	-175.2399924	-175.1656201	-175.0711715	-174.9691837	-174.8638138	-174.7566799
-0.10801	-176.0743376	-175.9672311	-175.8619107	-175.7600244	-175.6658203	-175.5921397	-175.5716941	-175.6211263	-175.2121594	-175.2615915	-175.241146	-175.1674655	-175.0732616	-174.9713755	-174.8660555	-174.7589492
-0.10701	-176.0720687	-175.9649902	-175.8597203	-175.7579373	-175.6639833	-175.5910096	-175.5720853	-175.622681	-175.2106046	-175.2612003	-175.242276	-175.1693026	-175.0753487	-174.9735657	-174.8682964	-174.7612181
-0.10601	-176.0698002	-175.96275	-175.8575314	-175.7558533	-175.6621545	-175.5899038	-175.5725107	-175.6242505	-175.2090355	-175.2607751	-175.2433819	-175.1711313	-175.0774327	-174.9757548	-174.8705366	-174.7634867
-0.10501	-176.0675321	-175.9605106	-175.855344	-175.7537727	-175.6603344	-175.5888223	-175.5729694	-175.6258341	-175.2074518	-175.2603163	-175.2444635	-175.1729514	-175.0795131	-174.9779422	-174.8727759	-174.7657548
-0.10401	-176.0652645	-175.9582719	-175.8531581	-175.7516955	-175.658523	-175.5877658	-175.5734616	-175.6274316	-175.2058542	-175.2598241	-175.24552	-175.1747627	-175.0815905	-174.9801281	-174.8750145	-174.7680224
-0.10301	-176.0629973	-175.9560343	-175.8509738	-175.7496215	-175.6567208	-175.5867348	-175.573987	-175.6290428	-175.204243	-175.2592987	-175.2465509	-175.1765651	-175.0836645	-174.9823124	-174.8772524	-174.7702896
-0.10201	-176.0607307	-175.9537974	-175.8487909	-175.7475511	-175.6549278	-175.5857297	-175.574545	-175.6306671	-175.2026185	-175.2587407	-175.2475561	-175.178358	-175.085735	-174.9844953	-174.8794892	-174.7725562
-0.10101	-176.0584645	-175.9515613	-175.8466097	-175.745484	-175.6531441	-175.5847508	-175.5751354	-175.6323046	-175.2009812	-175.2581503	-175.2485349	-175.1801417	-175.0878017	-174.9866765	-174.8817253	-174.7748224
-0.10001	-176.0561987	-175.9493258	-175.8444301	-175.7434208	-175.6513701	-175.583799	-175.5757579	-175.6339548	-175.199331	-175.2575278	-175.2494867	-175.1819157	-175.0898652	-174.9888561	-174.8839606	-174.7770882
-0.09901	-176.0539335	-175.9470914	-175.842252	-175.7413612	-175.6496059	-175.5828744	-175.576412	-175.6356175	-175.1976684	-175.2568737	-175.2504112	-175.1836799	-175.0919249	-174.9910342	-174.8861951	-174.7793534
-0.09801	-176.0516689	-175.9448579	-175.8400756	-175.7393052	-175.647852	-175.5819776	-175.5770972	-175.6372921	-175.1959934	-175.2561885	-175.2513081	-175.1854338	-175.0939809	-174.9932106	-174.8884286	-174.781618
-0.09701	-176.0494047	-175.9426252	-175.8379011	-175.7372529	-175.6461081	-175.581109	-175.5778134	-175.6389788	-175.194307	-175.2554723	-175.2521769	-175.1871777	-175.0960331	-174.9953851	-174.8906613	-174.7838822
-0.09601	-176.047141	-175.9403932	-175.8357281	-175.7352045	-175.644375	-175.5802689	-175.5785602	-175.6406772	-175.1926087	-175.2547255	-175.2530168	-175.1889108	-175.0980813	-174.9975581	-174.8928933	-174.7861459
-0.09501	-176.0448776	-175.9381623	-175.8335567	-175.7331602	-175.6426525	-175.5794582	-175.5793368	-175.6423867	-175.1908992	-175.2539489	-175.2538274	-175.1906333	-175.1001256	-174.9997293	-174.8951242	-174.7884091
-0.09401	-176.0426149	-175.9359322	-175.8313873	-175.7311198	-175.6409412	-175.5786768	-175.5801432	-175.6441073	-175.1891785	-175.2531425	-175.2546088	-175.1923446	-175.1021661	-175.0018989	-174.8973543	-174.7906718
-0.09301	-176.0403528	-175.933703	-175.8292197	-175.7290837	-175.6392412	-175.5779256	-175.5809787	-175.6458388	-175.187447	-175.252307	-175.2553602	-175.1940446	-175.1042023	-175.0040664	-174.8995833	-174.792934
-0.09201	-176.0380912	-175.9314748	-175.8270537	-175.7270517	-175.6375528	-175.5772045	-175.581843	-175.6475809	-175.1857049	-175.2514427	-175.2560812	-175.195733	-175.1062344	-175.0062323	-174.9018117	-174.7951957
-0.09101	-176.0358301	-175.9292475	-175.8248898	-175.7250238	-175.635876	-175.5765145	-175.5827354	-175.6493333	-175.1839525	-175.2505504	-175.2567712	-175.1974098	-175.1082621	-175.0083964	-174.9040389	-174.7974567
-0.09001	-176.0335696	-175.9270211	-175.8227276	-175.7230003	-175.6342115	-175.5758557	-175.5836556	-175.6510958	-175.18219	-175.2496301	-175.2574302	-175.1990743	-175.1102856	-175.0105586	-174.9062653	-174.7997174
-0.08901	-176.0313095	-175.9247958	-175.8205674	-175.7209814	-175.6325592	-175.5752283	-175.5846033	-175.6528683	-175.1804175	-175.2486824	-175.2580574	-175.2007264	-175.1123047	-175.0127187	-174.9084907	-174.8019773
-0.08801	-176.0290498	-175.9225714	-175.818409	-175.7189668	-175.6309198	-175.5746329	-175.585578	-175.6546505	-175.1786355	-175.2477077	-175.2586529	-175.202366	-175.1143192	-175.0148771	-174.9107152	-174.8042369
-0.08701	-176.0267909	-175.9203478	-175.8162527	-175.716957	-175.6292933	-175.5740699	-175.5865791	-175.656442	-175.1768438	-175.2467067	-175.2592157	-175.2039926	-175.116329	-175.0170335	-174.9129386	-174.8064959
-0.08601	-176.0245326	-175.9181254	-175.8140984	-175.7149518	-175.6276801	-175.5735395	-175.587606	-175.6582428	-175.1750429	-175.2456797	-175.2597462	-175.2056058	-175.118334	-175.0191877	-174.9151609	-174.8087542
-0.08501	-176.0222748	-175.9159041	-175.811946	-175.7129514	-175.6260802	-175.5730423	-175.5886587	-175.6600526	-175.1732331	-175.2446272	-175.2602434	-175.2072055	-175.1203345	-175.0213401	-174.9173825	-174.811012
-0.08401	-176.0200175	-175.9136836	-175.8097957	-175.7109559	-175.6244944	-175.5725783	-175.5897362	-175.6618714	-175.1714145	-175.2435495	-175.2607075	-175.2087914	-175.1223299	-175.0234904	-174.9196029	-174.8132693
-0.08301	-176.0177609	-175.9114641	-175.8076477	-175.7089655	-175.6229228	-175.5721479	-175.5908384	-175.6636989	-175.1695871	-175.2424472	-175.2611378	-175.210363	-175.1243205	-175.0256384	-174.9218222	-174.8155259
-0.08201	-176.0155048	-175.9092458	-175.8055016	-175.70698	-175.6213658	-175.5717515	-175.5919647	-175.6655346	-175.1677512	-175.241321	-175.2615342	-175.21192	-175.1263059	-175.0277845	-174.9240404	-174.8177818
-0.08101	-176.0132492	-175.9070286	-175.8033577	-175.7049999	-175.6198235	-175.5713892	-175.5931147	-175.6673787	-175.165907	-175.2401711	-175.2618965	-175.2134623	-175.128286	-175.0299284	-174.9262578	-174.8200374
-0.08001	-176.0109945	-175.9048125	-175.801216	-175.7030251	-175.6182964	-175.5710614	-175.5942879	-175.6692309	-175.1640548	-175.238998	-175.2622243	-175.2149894	-175.1302606	-175.0320699	-174.9284739	-174.8222924
-0.07901	-176.0087403	-175.9025974	-175.7990767	-175.7010557	-175.6167848	-175.5707682	-175.5954837	-175.6710911	-175.1621948	-175.237802	-175.2625175	-175.2165008	-175.1322302	-175.0342094	-174.930689	-174.8245465
-0.07801	-176.0064865	-175.9003833	-175.7969396	-175.6990918	-175.6152894	-175.5705097	-175.596702	-175.6729588	-175.160327	-175.2365838	-175.262776	-175.2179964	-175.1341942	-175.0363466	-174.9329028	-174.8268001
-0.07701	-176.0042335	-175.8981706	-175.7948048	-175.6971338	-175.61381	-175.5702864	-175.5979421	-175.6748343	-175.1584516	-175.2353438	-175.2629993	-175.2194759	-175.1361522	-175.0384813	-174.9351158	-174.8290533
-0.07601	-176.0019811	-175.8959589	-175.7926723	-175.6951813	-175.6123473	-175.5700981	-175.5992034	-175.6767171	-175.1565689	-175.2340823	-175.2631876	-175.2209385	-175.1381046	-175.0406137	-174.9373274	-174.8313057
-0.07501	-175.9997293	-175.8937483	-175.7905422	-175.6932348	-175.6109015	-175.5699451	-175.6004858	-175.6786071	-175.1546786	-175.2327999	-175.2633406	-175.222384	-175.1400511	-175.0427439	-174.939538	-174.8335573
-0.07401	-175.9974783	-175.891539	-175.7884147	-175.6912941	-175.6094734	-175.5698276	-175.6017888	-175.6805043	-175.1527816	-175.2314969	-175.2634581	-175.2238124	-175.1419916	-175.0448714	-174.9417473	-174.8358084
-0.07301	-175.9952277	-175.8893308	-175.7862896	-175.6893599	-175.6080629	-175.5697456	-175.6031117	-175.6824085	-175.1508775	-175.2301739	-175.2635401	-175.2252228	-175.143926	-175.0469965	-174.9439555	-174.8380588
-0.07201	-175.992978	-175.8871239	-175.7841669	-175.6874318	-175.6066707	-175.5696989	-175.6044545	-175.6843194	-175.1489666	-175.2288313	-175.2635868	-175.2266152	-175.145854	-175.0491191	-174.9461624	-174.8403087
-0.07101	-175.9907287	-175.8849181	-175.7820468	-175.6855102	-175.6052969	-175.569688	-175.6058165	-175.6862368	-175.147049	-175.2274694	-175.2635977	-175.2279889	-175.1477757	-175.0512392	-174.9483682	-174.8425579
-0.07001	-175.9884803	-175.8827137	-175.7799295	-175.6835952	-175.6039422	-175.5697125	-175.6071971	-175.688161	-175.1451249	-175.2260885	-175.2635732	-175.2293437	-175.1496908	-175.0533567	-174.9505726	-174.8448064
-0.06901	-175.9862325	-175.8805104	-175.7778148	-175.6816868	-175.6026066	-175.5697728	-175.6085963	-175.6900913	-175.1431944	-175.2246894	-175.2635129	-175.2306789	-175.1515992	-175.0554714	-174.9527759	-174.8470541
-0.06801	-175.9839854	-175.8783084	-175.7757026	-175.6797851	-175.6012912	-175.5698683	-175.6100136	-175.6920281	-175.1412578	-175.2232721	-175.2634174	-175.2319944	-175.1535006	-175.0575833	-174.9549779	-174.8493012
-0.06701	-175.9817389	-175.8761078	-175.7735932	-175.6778906	-175.599996	-175.5699994	-175.6114484	-175.6939707	-175.1393151	-175.2218373	-175.2632863	-175.2332897	-175.1553951	-175.0596927	-174.9571785	-174.8515476
-0.06601	-175.9794933	-175.8739084	-175.7714867	-175.6760034	-175.5987215	-175.5701658	-175.6129005	-175.6959195	-175.1373664	-175.2203851	-175.2631199	-175.2345642	-175.1572824	-175.0617993	-174.9593779	-174.8537934
-0.06501	-175.9772483	-175.8717105	-175.7693831	-175.6741234	-175.5974681	-175.5703676	-175.6143697	-175.6978742	-175.1354117	-175.2189163	-175.2629181	-175.2358178	-175.1591626	-175.0639029	-174.9615758	-174.8560383
-0.06401	-175.975004	-175.8695136	-175.7672825	-175.6722507	-175.5962363	-175.5706043	-175.6158551	-175.6998346	-175.1334514	-175.2174307	-175.2626814	-175.2370496	-175.1610351	-175.0660035	-174.9637725	-174.8582826
-0.06301	-175.9727606	-175.8673185	-175.7651847	-175.6703856	-175.5950263	-175.570876	-175.6173565	-175.7018003	-175.1314853	-175.2159291	-175.2624097	-175.2382593	-175.1629001	-175.0681013	-174.9659678	-174.860526
-0.06201	-175.9705177	-175.8651246	-175.7630899	-175.6685286	-175.5938389	-175.5711824	-175.618874	-175.7037719	-175.129514	-175.2144118	-175.2621033	-175.2394468	-175.1647573	-175.0701961	-174.9681618	-174.8627689
-0.06101	-175.9682758	-175.8629321	-175.7609981	-175.6666794	-175.5926745	-175.5715234	-175.6204069	-175.7057488	-175.1275371	-175.212879	-175.2617623	-175.2406112	-175.1666065	-175.0722879	-174.9703543	-174.8650108
-0.06001	-175.9660344	-175.8607409	-175.7589095	-175.6648384	-175.5915333	-175.5718989	-175.6219547	-175.7077309	-175.1255551	-175.2113311	-175.2613868	-175.2417524	-175.1684473	-175.0743765	-174.9725451	-174.8672522
-0.05901	-175.9637938	-175.8585515	-175.7568241	-175.6630058	-175.5904162	-175.5723082	-175.6235172	-175.709718	-175.1235678	-175.2097685	-175.2609775	-175.2428696	-175.17028	-175.0764619	-174.9747348	-174.8694926
-0.05801	-175.9615541	-175.8563634	-175.754742	-175.6611816	-175.5893232	-175.5727514	-175.6250943	-175.7117104	-175.1215755	-175.2081915	-175.2605343	-175.2439626	-175.1721043	-175.078544	-174.976923	-174.8717323
-0.05701	-175.9593153	-175.8541767	-175.7526632	-175.6593661	-175.588255	-175.5732281	-175.6266853	-175.7137079	-175.119578	-175.2066005	-175.2600576	-175.2450306	-175.1739197	-175.0806228	-174.9791096	-174.8739712
-0.05601	-175.9570772	-175.8519915	-175.7505877	-175.6575597	-175.587212	-175.5737381	-175.6282901	-175.71571	-175.1175759	-175.2049957	-175.2595476	-175.2460736	-175.1757261	-175.0826983	-174.9812946	-174.8762095
-0.05501	-175.9548397	-175.8498081	-175.7485155	-175.6557623	-175.5861949	-175.5742809	-175.6299085	-175.7177169	-175.115569	-175.2033773	-175.2590048	-175.2470909	-175.1775235	-175.0847705	-174.9834782	-174.8784468
-0.05401	-175.9526032	-175.8476261	-175.7464469	-175.6539741	-175.5852037	-175.5748562	-175.63154	-175.7197286	-175.1135573	-175.2017458	-175.2584295	-175.248082	-175.1793117	-175.0868389	-174.9856601	-174.8806832
-0.05301	-175.9503676	-175.8454456	-175.7443821	-175.6521957	-175.5842392	-175.5754637	-175.6331843	-175.7217448	-175.1115411	-175.2001015	-175.257822	-175.2490465	-175.1810903	-175.0889039	-174.9878405	-174.882919
-0.05201	-175.9481328	-175.8432668	-175.7423205	-175.6504268	-175.5833019	-175.5761033	-175.6348411	-175.7237654	-175.1095205	-175.1984447	-175.2571826	-175.2499839	-175.182859	-175.0909654	-174.9900194	-174.8851538
-0.05101	-175.9458986	-175.8410899	-175.7402628	-175.6486681	-175.5823921	-175.5767741	-175.6365101	-175.7257905	-175.1074954	-175.1967755	-175.2565116	-175.2508936	-175.1846176	-175.0930231	-174.9921964	-174.8873878
-0.05001	-175.9436655	-175.8389145	-175.7382088	-175.6469195	-175.5815101	-175.5774759	-175.6381913	-175.72782	-175.1054659	-175.1950945	-175.2558097	-175.2517755	-175.1863662	-175.0950772	-174.9943717	-174.889621
-0.04901	-175.9414333	-175.8367406	-175.7361589	-175.6451815	-175.5806568	-175.5782083	-175.6398842	-175.7298536	-175.1034323	-175.1934017	-175.2550773	-175.2526289	-175.1881043	-175.0971273	-174.9965456	-174.8918532
-0.04801	-175.9392019	-175.8345684	-175.7341125	-175.6434539	-175.5798324	-175.5789712	-175.6415885	-175.7318915	-175.1013946	-175.1916973	-175.2543146	-175.2534534	-175.1898319	-175.0991734	-174.9987176	-174.8940846
-0.04701	-175.9369713	-175.8323982	-175.7320702	-175.6417374	-175.5790374	-175.5797637	-175.6433039	-175.7339333	-175.0993527	-175.1899818	-175.253522	-175.2542485	-175.1915484	-175.1012156	-175.000888	-174.896315
-0.04601	-175.9347417	-175.8302298	-175.7300321	-175.6400321	-175.5782719	-175.5805858	-175.6450306	-175.735979	-175.0973068	-175.1882552	-175.2526999	-175.2550138	-175.1932537	-175.1032538	-175.0030565	-174.8985446
-0.04501	-175.9325133	-175.828063	-175.7279981	-175.6383383	-175.5775368	-175.5814366	-175.6467677	-175.7380288	-175.0952569	-175.1865181	-175.2518491	-175.255749	-175.1949475	-175.1052879	-175.0052232	-174.9007733
-0.04401	-175.9302855	-175.825898	-175.7259683	-175.636656	-175.5768322	-175.582316	-175.6485154	-175.7400826	-175.0932035	-175.1847704	-175.2509699	-175.2564534	-175.1966298	-175.1073176	-175.007388	-174.9030012
-0.04301	-175.9280585	-175.8237351	-175.7239428	-175.6349857	-175.5761587	-175.5832233	-175.6502731	-175.7421399	-175.091146	-175.1830127	-175.2500624	-175.257127	-175.1983001	-175.1093431	-175.0095511	-174.9052278
-0.04201	-175.9258326	-175.8215739	-175.7219217	-175.6333278	-175.5755166	-175.5841583	-175.652041	-175.744201	-175.089085	-175.1812448	-175.2491273	-175.257769	-175.199958	-175.1113642	-175.0117122	-174.9074536
-0.04101	-175.9236079	-175.8194147	-175.719905	-175.6316823	-175.5749064	-175.5851205	-175.6538187	-175.7462657	-175.0870203	-175.1794671	-175.2481652	-175.2583793	-175.2016035	-175.1133809	-175.0138714	-174.9096785
-0.04001	-175.921384	-175.8172574	-175.717893	-175.6300497	-175.5743283	-175.5861093	-175.6556058	-175.748334	-175.0849521	-175.17768	-175.2471765	-175.2589575	-175.2032361	-175.1153929	-175.0160288	-174.9119024
-0.03901	-175.919161	-175.8151022	-175.7158857	-175.6284302	-175.5737826	-175.5871241	-175.6574025	-175.7504058	-175.0828802	-175.1758835	-175.2461616	-175.2595031	-175.2048556	-175.1174002	-175.018184	-174.9141254
-0.03801	-175.9169391	-175.8129488	-175.713883	-175.6268241	-175.5732699	-175.5881649	-175.6592081	-175.7524808	-175.080805	-175.1740777	-175.2451208	-175.2600157	-175.2064617	-175.1194029	-175.0203372	-174.9163473
-0.03701	-175.9147183	-175.8107977	-175.7118853	-175.6252317	-175.5727904	-175.5892309	-175.6610227	-175.7545594	-175.0787264	-175.172263	-175.2440548	-175.2604953	-175.208054	-175.1214006	-175.0224885	-174.9185681
-0.03601	-175.9124984	-175.8086485	-175.7098926	-175.6236534	-175.5723443	-175.5903217	-175.6628461	-175.7566414	-175.0766447	-175.1704398	-175.242964	-175.2609415	-175.2096324	-175.1233933	-175.0246377	-174.920788
-0.03501	-175.9102797	-175.8065015	-175.7079048	-175.6220895	-175.571932	-175.5914368	-175.664678	-175.7587266	-175.0745596	-175.1686079	-175.2418489	-175.2613537	-175.2111962	-175.1253811	-175.0267846	-174.9230067
-0.03401	-175.9080618	-175.8043566	-175.7059221	-175.6205403	-175.5715539	-175.5925758	-175.6665183	-175.7608148	-175.0724712	-175.1667676	-175.2407099	-175.2617318	-175.2127454	-175.1273638	-175.0289294	-174.9252244
-0.03301	-175.9058452	-175.802214	-175.7039447	-175.6190061	-175.5712099	-175.5937382	-175.6683666	-175.7629062	-175.0703798	-175.1649191	-175.2395475	-175.2620758	-175.2142795	-175.1293412	-175.0310722	-174.9274412
-0.03201	-175.9036296	-175.8000734	-175.7019729	-175.6174874	-175.5709004	-175.5949235	-175.6702232	-175.7650006	-175.0682854	-175.1630628	-175.2383622	-175.2623853	-175.2157985	-175.131313	-175.0332127	-174.9296569
-0.03101	-175.9014151	-175.7979353	-175.7000065	-175.6159843	-175.5706259	-175.5961315	-175.6720873	-175.7670982	-175.0661878	-175.1611984	-175.2371542	-175.2626598	-175.2173014	-175.1332794	-175.0353508	-174.9318712
-0.03001	-175.8992016	-175.7957995	-175.6980455	-175.6144974	-175.5703862	-175.5973614	-175.6739593	-175.7691986	-175.0640874	-175.1593264	-175.2359244	-175.2628995	-175.2187884	-175.1352404	-175.0374866	-174.9340845
-0.02901	-175.8969896	-175.7936658	-175.6960904	-175.6130269	-175.5701815	-175.5986129	-175.6758387	-175.7713021	-175.0619839	-175.1574471	-175.2346728	-175.2631042	-175.2202589	-175.1371955	-175.0396203	-174.9362969
-0.02801	-175.8947786	-175.7915345	-175.6941412	-175.6115733	-175.570012	-175.5998855	-175.6777254	-175.7734083	-175.0598777	-175.1555605	-175.2334001	-175.2632737	-175.2217124	-175.1391447	-175.0417514	-174.938508
-0.02701	-175.8925686	-175.789406	-175.6921979	-175.6101368	-175.569878	-175.6011789	-175.6796192	-175.7755175	-175.0577687	-175.1536666	-175.2321067	-175.2634077	-175.2231489	-175.141088	-175.0438801	-174.9407178
-0.02601	-175.8903598	-175.7872796	-175.6902606	-175.608718	-175.5697794	-175.6024928	-175.6815201	-175.7776291	-175.0556569	-175.1517657	-175.2307931	-175.2635063	-175.2245678	-175.1430253	-175.0460064	-174.9429266
-0.02501	-175.8881522	-175.7851558	-175.6883295	-175.6073172	-175.5697163	-175.6038264	-175.6834279	-175.7797436	-175.0535423	-175.1498579	-175.2294593	-175.2635694	-175.2259686	-175.1449562	-175.0481302	-174.9451341
-0.02401	-175.8859459	-175.7830345	-175.686405	-175.6059346	-175.5696887	-175.6051793	-175.6853424	-175.7818609	-175.0514252	-175.1479435	-175.2281065	-175.263597	-175.227351	-175.1468809	-175.0502515	-174.9473403
-0.02301	-175.8837409	-175.780916	-175.6844868	-175.604571	-175.5696967	-175.6065513	-175.6872635	-175.7839808	-175.0493054	-175.1460225	-175.2267344	-175.263589	-175.2287146	-175.148799	-175.0523701	-174.9495454
-0.02201	-175.8815371	-175.7788	-175.6825753	-175.6032267	-175.5697403	-175.6079421	-175.6891909	-175.7861031	-175.047183	-175.1440949	-175.2253438	-175.2635454	-175.230059	-175.1507106	-175.0544861	-174.9517493
