	lvl_1	lvl_2	lvl_3	lvl_4	lvl_5	lvl_6	lvl_7	lvl_8	lvl_9	lvl_10	lvl_11	lvl_12	lvl_13	lvl_14	lvl_15	lvl_16
0.21899	-175.6131984	-175.6963172	-175.793913	-175.8972457	-176.0032917	-176.1108083	-176.219205	-176.3281678	-174.5051203	-174.6140826	-174.7224788	-174.829995	-174.9360407	-175.039373	-175.1369687	-175.2200873
0.21999	-175.6146708	-175.698273	-175.7960468	-175.8994581	-176.0055444	-176.1130844	-176.2214957	-176.330468	-174.5028202	-174.6117921	-174.7202028	-174.8277423	-174.9338283	-175.0372393	-175.1350128	-175.2186149
0.22099	-175.6161596	-175.7002346	-175.798183	-175.9016715	-176.0077978	-176.1153608	-176.2237864	-176.3327685	-174.5005199	-174.6095012	-174.7179262	-174.8254889	-174.9316148	-175.0351031	-175.1330513	-175.2171261
0.22199	-175.6176644	-175.7022016	-175.8003215	-175.9038861	-176.0100519	-176.1176376	-176.2260774	-176.3350689	-174.4982193	-174.6072101	-174.7156495	-174.8232348	-174.9294001	-175.0329647	-175.1310843	-175.2156213
0.22299	-175.619185	-175.704174	-175.8024621	-175.9061019	-176.0123065	-176.1199147	-176.2283688	-176.3373697	-174.4959184	-174.6049189	-174.7133725	-174.8209802	-174.9271844	-175.030824	-175.1291117	-175.2141009
0.22399	-175.620721	-175.706152	-175.804605	-175.9083188	-176.0145616	-176.1221922	-176.2306604	-176.3396706	-174.4936176	-174.6026274	-174.7110949	-174.8187251	-174.9249677	-175.0286809	-175.1271339	-175.2125649
0.22499	-175.6222718	-175.7081352	-175.8067502	-175.9105367	-176.0168174	-176.1244702	-176.2329521	-176.3419717	-174.4913167	-174.6003356	-174.708817	-174.8164693	-174.9227498	-175.0265359	-175.1251506	-175.211014
0.22599	-175.6238373	-175.7101236	-175.8088975	-175.9127554	-176.019074	-176.1267483	-176.2352441	-176.3442728	-174.4890156	-174.5980436	-174.7065387	-174.8142129	-174.920531	-175.0243886	-175.1231624	-175.2094484
0.22699	-175.6254172	-175.712117	-175.8110469	-175.9149755	-176.021331	-176.129027	-176.2375364	-176.3465741	-174.4867142	-174.5957513	-174.7042602	-174.8119559	-174.9183109	-175.0222393	-175.1211689	-175.2078686
0.22799	-175.6270112	-175.7141154	-175.8131982	-175.9171964	-176.0235885	-176.131306	-176.2398288	-176.3488757	-174.4844125	-174.5934589	-174.7019813	-174.8096983	-174.91609	-175.0200879	-175.1191706	-175.2062746
0.22899	-175.6286187	-175.7161184	-175.8153518	-175.9194184	-176.0258465	-176.1335852	-176.2421213	-176.3511774	-174.4821109	-174.5911664	-174.699702	-174.8074401	-174.913868	-175.0179343	-175.1171674	-175.2046669
0.22999	-175.6302398	-175.7181262	-175.8175073	-175.9216416	-176.0281053	-176.1358648	-176.2444143	-176.3534792	-174.4798091	-174.5888734	-174.6974224	-174.8051815	-174.9116448	-175.0157788	-175.1151597	-175.203046
0.23099	-175.6318739	-175.7201389	-175.8196648	-175.9238656	-176.0303646	-176.1381449	-176.2467076	-176.3557812	-174.4775071	-174.5865802	-174.6951424	-174.8029223	-174.9094208	-175.0136213	-175.1131471	-175.201412
0.23199	-175.6335207	-175.722156	-175.8218242	-175.9260905	-176.0326245	-176.1404253	-176.2490009	-176.3580833	-174.4752051	-174.5842869	-174.6928621	-174.8006624	-174.9071959	-175.0114619	-175.1111299	-175.1997651
0.23299	-175.6351801	-175.7241777	-175.8239857	-175.9283164	-176.0348848	-176.1427059	-176.2512945	-176.3603857	-174.4729027	-174.5819933	-174.6905814	-174.798402	-174.90497	-175.0093006	-175.1091083	-175.1981057
0.23399	-175.6368517	-175.7262036	-175.8261488	-175.9305435	-176.0371456	-176.1449867	-176.2535881	-176.362688	-174.4706002	-174.5796994	-174.6883004	-174.7961412	-174.9027431	-175.0071373	-175.1070824	-175.1964341
0.23499	-175.6385352	-175.728234	-175.828314	-175.9327713	-176.039407	-176.1472681	-176.2558824	-176.3649907	-174.4682977	-174.5774054	-174.686019	-174.7938798	-174.9005153	-175.0049722	-175.1050521	-175.1947506
0.23599	-175.6402303	-175.7302682	-175.8304809	-175.935	-176.0416691	-176.1495499	-176.2581766	-176.3672935	-174.465995	-174.5751113	-174.6837374	-174.7916178	-174.8982864	-175.0028053	-175.1030175	-175.1930555
0.23699	-175.6419371	-175.7323069	-175.8326496	-175.9372297	-176.0439315	-176.1518318	-176.260471	-176.3695963	-174.4636921	-174.5728169	-174.6814556	-174.7893553	-174.8960568	-175.0006366	-175.1009789	-175.1913487
0.23799	-175.6436549	-175.7343498	-175.83482	-175.9394604	-176.0461945	-176.1541141	-176.2627656	-176.3718993	-174.4613891	-174.5705223	-174.6791732	-174.7870922	-174.8938262	-174.998466	-175.0989363	-175.1896309
0.23899	-175.6453835	-175.7363965	-175.8369923	-175.9416919	-176.048458	-176.1563967	-176.2650605	-176.3742026	-174.4590859	-174.5682273	-174.6768905	-174.7848287	-174.8915947	-174.9962937	-175.0968896	-175.1879023
0.23999	-175.6471228	-175.7384468	-175.8391664	-175.9439242	-176.0507221	-176.1586797	-176.2673556	-176.376506	-174.4567826	-174.5659323	-174.6746076	-174.7825648	-174.8893622	-174.9941199	-175.094839	-175.186163
0.24099	-175.6488725	-175.7405012	-175.8413419	-175.9461573	-176.0529865	-176.160963	-176.2696509	-176.3788094	-174.4544791	-174.563637	-174.6723245	-174.7803003	-174.887129	-174.9919444	-175.0927845	-175.1844133
0.24199	-175.6506325	-175.7425595	-175.8435193	-175.9483915	-176.0552517	-176.1632465	-176.2719465	-176.381113	-174.4521755	-174.5613415	-174.6700408	-174.7780353	-174.884895	-174.9897669	-175.0907266	-175.1826533
0.24299	-175.6524023	-175.7446212	-175.8456982	-175.9506265	-176.0575172	-176.1655304	-176.2742421	-176.3834168	-174.4498717	-174.5590457	-174.667757	-174.7757698	-174.8826601	-174.9875879	-175.0886647	-175.1808835
0.24399	-175.654182	-175.7466867	-175.8478789	-175.9528622	-176.0597831	-176.1678144	-176.276538	-176.3857207	-174.4475679	-174.5567499	-174.665473	-174.7735038	-174.8804243	-174.9854073	-175.0865993	-175.1791038
0.24499	-175.655971	-175.7487557	-175.8500609	-175.9550988	-176.0620495	-176.170099	-176.2788341	-176.3880248	-174.4452639	-174.5544538	-174.6631885	-174.7712373	-174.8781877	-174.9832253	-175.0845301	-175.1773148
0.24599	-175.6577696	-175.7508282	-175.8522447	-175.9573363	-176.0643164	-176.1723836	-176.2811304	-176.3903289	-174.4429596	-174.5521577	-174.6609035	-174.7689705	-174.8759502	-174.9810415	-175.0824579	-175.1755162
0.24699	-175.659577	-175.7529041	-175.8544299	-175.9595746	-176.0665839	-176.1746688	-176.2834269	-176.3926332	-174.4406554	-174.5498612	-174.6586186	-174.766703	-174.873712	-174.9788563	-175.080382	-175.1737088
0.24799	-175.6613934	-175.7549834	-175.8566168	-175.9618136	-176.0688518	-176.1769542	-176.2857236	-176.3949377	-174.438351	-174.5475644	-174.6563333	-174.7644351	-174.8714729	-174.9766694	-175.0783027	-175.1718924
0.24899	-175.6632186	-175.7570658	-175.8588051	-175.9640533	-176.0711202	-176.1792398	-176.2880205	-176.3972423	-174.4360463	-174.5452674	-174.6540477	-174.7621669	-174.8692331	-174.9744813	-175.0762202	-175.1700672
0.24999	-175.6650522	-175.7591516	-175.8609949	-175.9662938	-176.0733889	-176.1815257	-176.2903176	-176.3995471	-174.4337415	-174.5429704	-174.6517618	-174.7598982	-174.8669926	-174.9722915	-175.0741344	-175.1682336
0.25099	-175.6668941	-175.7612405	-175.8631859	-175.9685353	-176.0756581	-176.1838119	-176.2926147	-176.4018519	-174.4314367	-174.5406731	-174.6494757	-174.7576289	-174.8647513	-174.9701002	-175.0720455	-175.1663917
0.25199	-175.6687442	-175.7633326	-175.8653785	-175.9707775	-176.0779278	-176.1860984	-176.2949122	-176.4041569	-174.4291319	-174.5383758	-174.6471891	-174.755359	-174.8625092	-174.9679075	-175.0699534	-175.1645416
0.25299	-175.6706023	-175.7654276	-175.8675727	-175.9730203	-176.0801979	-176.1883851	-176.29721	-176.4064621	-174.4268267	-174.5360781	-174.6449023	-174.7530891	-174.8602664	-174.9657136	-175.0678584	-175.1626835
0.25399	-175.672468	-175.7675259	-175.8697681	-175.9752639	-176.0824685	-176.1906723	-176.2995078	-176.4087673	-174.4245214	-174.5337803	-174.6426152	-174.7508184	-174.8580227	-174.9635181	-175.0657602	-175.1608178
0.25499	-175.6743415	-175.7696269	-175.871965	-175.9775083	-176.0847395	-176.1929595	-176.3018058	-176.4110727	-174.422216	-174.5314823	-174.640328	-174.7485475	-174.8557783	-174.9613213	-175.0636591	-175.1589445
0.25599	-175.6762224	-175.771731	-175.8741631	-175.9797534	-176.087011	-176.195247	-176.304104	-176.4133783	-174.4199104	-174.5291842	-174.6380405	-174.7462761	-174.8535332	-174.9591232	-175.0615551	-175.1570634
0.25699	-175.6781105	-175.7738376	-175.8763627	-175.9819991	-176.0892828	-176.1975349	-176.3064024	-176.4156839	-174.4176048	-174.5268857	-174.6357526	-174.7440043	-174.8512875	-174.9569237	-175.0594484	-175.1551752
0.25799	-175.6800058	-175.7759474	-175.8785635	-175.9842456	-176.0915551	-176.1998232	-176.3087009	-176.4179895	-174.4152992	-174.5245871	-174.6334643	-174.741732	-174.849041	-174.9547228	-175.0573388	-175.1532799
0.25899	-175.6819083	-175.7780597	-175.8807656	-175.9864928	-176.0938277	-176.2021117	-176.3109998	-176.4202955	-174.4129932	-174.5222883	-174.631176	-174.7394593	-174.8467938	-174.9525207	-175.0552264	-175.1513777
0.25999	-175.6838174	-175.7801749	-175.8829689	-175.9887408	-176.0961008	-176.2044003	-176.3132986	-176.4226016	-174.4106871	-174.5199895	-174.6288874	-174.7371861	-174.844546	-174.9503174	-175.0531113	-175.1494686
0.26099	-175.6857331	-175.7822924	-175.8851736	-175.9909893	-176.0983743	-176.2066891	-176.3155976	-176.4249078	-174.408381	-174.5176905	-174.6265984	-174.7349126	-174.8422975	-174.9481127	-175.0509935	-175.1475526
0.26199	-175.6876556	-175.7844129	-175.8873794	-175.9932384	-176.1006483	-176.2089784	-176.3178969	-176.427214	-174.4060749	-174.5153912	-174.6243092	-174.732639	-174.8400481	-174.9459069	-175.0488732	-175.1456303
0.26299	-175.6895843	-175.7865357	-175.8895865	-175.9954882	-176.1029225	-176.2112677	-176.3201965	-176.4295204	-174.4037684	-174.5130916	-174.6220198	-174.7303647	-174.8377982	-174.9436998	-175.0467504	-175.1437015
0.26399	-175.6915193	-175.7886612	-175.8917949	-175.9977388	-176.1051972	-176.2135575	-176.3224962	-176.4318269	-174.4014618	-174.5107921	-174.6197301	-174.7280899	-174.8355478	-174.9414914	-175.044625	-175.1417666
0.26499	-175.6934606	-175.790789	-175.8940044	-175.9999902	-176.1074723	-176.2158475	-176.3247959	-176.4341336	-174.3991552	-174.5084924	-174.6174402	-174.7258147	-174.8332966	-174.9392819	-175.0424971	-175.1398253
0.26599	-175.6954077	-175.7929194	-175.896215	-176.002242	-176.1097478	-176.2181376	-176.3270958	-176.4364404	-174.3968484	-174.5061924	-174.61515	-174.7235393	-174.8310448	-174.9370713	-175.0403667	-175.1378781
0.26699	-175.6973608	-175.795052	-175.8984269	-176.0044944	-176.1120237	-176.220428	-176.329396	-176.4387474	-174.3945416	-174.5038921	-174.6128596	-174.7212636	-174.8287923	-174.9348594	-175.0382339	-175.135925
0.26799	-175.6993196	-175.7971872	-175.9006398	-176.0067475	-176.1142998	-176.2227188	-176.3316963	-176.4410544	-174.3922346	-174.5015919	-174.6105689	-174.7189873	-174.8265392	-174.9326465	-175.0360989	-175.1339662
0.26899	-175.7012842	-175.7993245	-175.9028539	-176.0090013	-176.1165763	-176.2250098	-176.3339967	-176.4433614	-174.3899275	-174.4992915	-174.608278	-174.7167107	-174.8242854	-174.9304325	-175.0339615	-175.1320018
0.26999	-175.7032541	-175.8014641	-175.9050692	-176.0112556	-176.1188533	-176.2273009	-176.3362974	-176.4456686	-174.3876202	-174.4969908	-174.6059867	-174.7144337	-174.8220311	-174.9282173	-175.031822	-175.1300318
0.27099	-175.7052296	-175.8036061	-175.9072855	-176.0135106	-176.1211308	-176.2295923	-176.3385982	-176.4479759	-174.385313	-174.49469	-174.6036954	-174.7121564	-174.8197763	-174.9260009	-175.02968	-175.1280564
0.27199	-175.7072104	-175.8057503	-175.9095028	-176.0157661	-176.1234086	-176.231884	-176.3408991	-176.4502835	-174.3830054	-174.4923891	-174.6014038	-174.7098787	-174.8175206	-174.9237835	-175.0275359	-175.1260755
0.27299	-175.7091963	-175.8078965	-175.9117213	-176.0180223	-176.1256866	-176.2341759	-176.3432003	-176.4525912	-174.3806977	-174.490088	-174.5991118	-174.7076007	-174.8152645	-174.9215651	-175.0253896	-175.1240896
0.27399	-175.7111874	-175.8100449	-175.9139407	-176.0202789	-176.127965	-176.2364679	-176.3455016	-176.4548989	-174.3783902	-174.4877868	-174.5968198	-174.7053222	-174.8130079	-174.9193457	-175.0232412	-175.1220985
0.27499	-175.7131833	-175.8121954	-175.9161612	-176.0225362	-176.1302438	-176.2387604	-176.347803	-176.4572066	-174.3760825	-174.4854853	-174.5945273	-174.7030434	-174.8107505	-174.9171252	-175.0210907	-175.1201026
0.27599	-175.7151844	-175.814348	-175.9183828	-176.024794	-176.1325229	-176.2410529	-176.3501047	-176.4595145	-174.3737745	-174.4831835	-174.5922348	-174.7007643	-174.8084925	-174.9149036	-175.0189383	-175.1181017
0.27699	-175.71719	-175.8165024	-175.9206054	-176.0270526	-176.1348024	-176.2433457	-176.3524065	-176.4618227	-174.3714663	-174.480882	-174.589942	-174.6984848	-174.8062343	-174.912681	-175.0167837	-175.1160959
0.27799	-175.7192004	-175.818659	-175.9228289	-176.0293115	-176.1370822	-176.2456387	-176.3547083	-176.4641308	-174.3691582	-174.47858	-174.587649	-174.696205	-174.8039752	-174.9104575	-175.014627	-175.1140854
0.27899	-175.7212153	-175.8208177	-175.9250535	-176.0315712	-176.1393624	-176.247932	-176.3570103	-176.4664391	-174.3668501	-174.4762779	-174.5853557	-174.6939248	-174.8017156	-174.9082329	-175.0124686	-175.1120705
0.27999	-175.7232349	-175.8229781	-175.9272789	-176.0338312	-176.1416429	-176.2502255	-176.3593126	-176.4687473	-174.3645417	-174.4739756	-174.5830624	-174.6916444	-174.7994556	-174.9060075	-175.0103081	-175.1100511
0.28099	-175.725259	-175.8251404	-175.9295054	-176.0360918	-176.1439238	-176.2525193	-176.361615	-176.4710559	-174.362233	-174.4716733	-174.5807686	-174.6893636	-174.797195	-174.903781	-175.0081458	-175.1080271
0.28199	-175.7272872	-175.8273046	-175.9317328	-176.0383531	-176.1462049	-176.2548132	-176.3639175	-176.4733645	-174.3599244	-174.4693709	-174.5784746	-174.6870823	-174.7949337	-174.9015536	-175.0059815	-175.1059987
0.28299	-175.7293197	-175.8294708	-175.9339612	-176.0406149	-176.1484864	-176.2571072	-176.3662202	-176.4756733	-174.357616	-174.4670683	-174.5761805	-174.6848009	-174.7926721	-174.8993252	-175.0038155	-175.1039662
0.28399	-175.7313563	-175.8316387	-175.9361905	-176.0428771	-176.1507683	-176.2594017	-176.368523	-176.477982	-174.3553072	-174.4647654	-174.5738863	-174.6825191	-174.7904099	-174.897096	-175.0016475	-175.1019296
0.28499	-175.7333973	-175.8338084	-175.9384206	-176.0451397	-176.1530505	-176.2616962	-176.3708261	-176.4802911	-174.3529982	-174.4624624	-174.5715916	-174.6802368	-174.788147	-174.8948658	-174.9994778	-175.0998888
0.28599	-175.7354421	-175.8359796	-175.9406517	-176.0474031	-176.1553329	-176.263991	-176.3731291	-176.4826001	-174.350689	-174.4601593	-174.5692969	-174.6779544	-174.7858838	-174.8926348	-174.9973063	-175.097844
0.28699	-175.7374908	-175.8381529	-175.9428837	-176.049667	-176.1576157	-176.266286	-176.3754323	-176.4849091	-174.3483799	-174.457856	-174.5670019	-174.6756716	-174.78362	-174.8904028	-174.9951333	-175.095795
0.28799	-175.7395434	-175.8403277	-175.9451165	-176.0519311	-176.1598988	-176.2685811	-176.3777358	-176.4872182	-174.3460708	-174.4555527	-174.5647067	-174.6733887	-174.7813557	-174.8881699	-174.9929584	-175.0937425
0.28899	-175.7415998	-175.8425043	-175.9473502	-176.0541958	-176.1621823	-176.2708764	-176.3800394	-176.4895278	-174.3437616	-174.4532492	-174.5624112	-174.6711052	-174.779091	-174.8859362	-174.9907819	-175.0916862
0.28999	-175.7436599	-175.8446826	-175.9495848	-176.0564612	-176.1644659	-176.2731721	-176.3823431	-176.4918372	-174.3414521	-174.4509454	-174.5601159	-174.6688215	-174.7768258	-174.8837018	-174.9886036	-175.0896261
0.29099	-175.7457236	-175.8468625	-175.9518201	-176.0587271	-176.1667499	-176.275468	-176.384647	-176.4941468	-174.3391424	-174.4486415	-174.5578201	-174.6665374	-174.7745599	-174.8814664	-174.9864238	-175.0875623
0.29199	-175.7477911	-175.8490438	-175.9540563	-176.0609933	-176.1690342	-176.2777639	-176.3869509	-176.4964563	-174.3368328	-174.4463376	-174.555524	-174.6642532	-174.7722937	-174.8792302	-174.9842424	-175.0854949
0.29299	-175.7498618	-175.8512267	-175.9562935	-176.0632599	-176.1713188	-176.2800603	-176.389255	-176.4987662	-174.3345232	-174.4440335	-174.5532277	-174.6619686	-174.770027	-174.8769931	-174.9820595	-175.083424
0.29399	-175.7519362	-175.8534113	-175.9585313	-176.065527	-176.1736039	-176.2823567	-176.3915593	-176.5010759	-174.3322133	-174.4417292	-174.5509314	-174.6596835	-174.7677598	-174.8747552	-174.9798749	-175.0813498
0.29499	-175.7540139	-175.8555973	-175.96077	-176.0677947	-176.1758891	-176.2846532	-176.3938637	-176.503386	-174.3299033	-174.4394249	-174.5486348	-174.6573983	-174.7654921	-174.8725166	-174.9776889	-175.0792722
0.29599	-175.7560949	-175.8577849	-175.9630093	-176.070063	-176.1781745	-176.2869499	-176.3961683	-176.5056959	-174.3275932	-174.4371204	-174.546338	-174.6551129	-174.7632241	-174.8702771	-174.9755013	-175.0771911
0.29699	-175.7581791	-175.8599741	-175.9652497	-176.0723315	-176.1804602	-176.289247	-176.3984729	-176.5080062	-174.3252832	-174.4348157	-174.544041	-174.6528272	-174.7609556	-174.868037	-174.9733121	-175.0751068
0.29799	-175.7602667	-175.8621647	-175.9674906	-176.0746005	-176.1827464	-176.2915442	-176.4007777	-176.5103165	-174.322973	-174.4325109	-174.5417438	-174.650541	-174.7586865	-174.8657958	-174.9711215	-175.0730193
0.29899	-175.7623571	-175.8643565	-175.9697324	-176.07687	-176.1850328	-176.2938416	-176.4030827	-176.5126268	-174.3206626	-174.4302059	-174.5394464	-174.6482548	-174.756417	-174.8635541	-174.9689297	-175.0709289
0.29999	-175.7644508	-175.8665499	-175.9719749	-176.0791399	-176.1873193	-176.296139	-176.4053877	-176.514937	-174.3183521	-174.4279009	-174.537149	-174.6459681	-174.7541471	-174.8613117	-174.9667363	-175.0688352
0.30099	-175.7665476	-175.8687448	-175.9742182	-176.0814103	-176.1896063	-176.2984368	-176.4076929	-176.5172477	-174.3160417	-174.4255959	-174.5348512	-174.6436812	-174.7518767	-174.8590685	-174.9645414	-175.0667384
0.30199	-175.7686475	-175.870941	-175.9764622	-176.0836811	-176.1918935	-176.3007347	-176.4099983	-176.5195584	-174.313731	-174.4232905	-174.5325533	-174.641394	-174.7496059	-174.8568244	-174.9623452	-175.0646385
0.30299	-175.77075	-175.8731385	-175.978707	-176.0859524	-176.194181	-176.303033	-176.4123037	-176.5218692	-174.3114202	-174.420985	-174.5302552	-174.6391066	-174.7473348	-174.8545796	-174.9601479	-175.062536
0.30399	-175.7728554	-175.8753375	-175.9809524	-176.088224	-176.1964687	-176.3053312	-176.4146093	-176.5241799	-174.3091095	-174.4186794	-174.527957	-174.6368187	-174.745063	-174.8523342	-174.9579489	-175.0604306
0.30499	-175.7749637	-175.8775375	-175.9831986	-176.0904959	-176.1987567	-176.3076297	-176.4169151	-176.5264908	-174.3067987	-174.4163736	-174.5256584	-174.6345308	-174.742791	-174.850088	-174.9557486	-175.0583223
0.30599	-175.7770748	-175.879739	-175.9854454	-176.0927685	-176.2010449	-176.3099283	-176.4192209	-176.5288017	-174.3044876	-174.4140678	-174.5233597	-174.6322426	-174.7405185	-174.8478412	-174.9535471	-175.0562112
0.30699	-175.7791887	-175.881942	-175.987693	-176.0950415	-176.2033335	-176.3122273	-176.4215267	-176.5311131	-174.3021765	-174.411762	-174.5210608	-174.629954	-174.7382458	-174.8455936	-174.9513444	-175.0540973
0.30799	-175.7813053	-175.884146	-175.9899411	-176.0973148	-176.2056225	-176.3145262	-176.4238329	-176.5334243	-174.2998653	-174.4094558	-174.5187619	-174.6276652	-174.7359724	-174.8433455	-174.9491405	-175.0519809
0.30899	-175.7834244	-175.8863512	-175.9921902	-176.0995884	-176.2079115	-176.3168253	-176.4261392	-176.5357355	-174.297554	-174.4071497	-174.5164628	-174.6253762	-174.7336987	-174.8410966	-174.9469351	-175.0498617
0.30999	-175.785546	-175.8885578	-175.9944397	-176.1018625	-176.2102007	-176.3191247	-176.4284455	-176.5380468	-174.2952426	-174.4048432	-174.5141634	-174.6230868	-174.7314245	-174.8388471	-174.9447285	-175.0477401
0.31099	-175.7876702	-175.8907655	-175.99669	-176.104137	-176.2124904	-176.3214244	-176.430752	-176.5403582	-174.2929313	-174.4025368	-174.5118637	-174.6207972	-174.7291501	-174.8365967	-174.9425208	-175.0456158
0.31199	-175.7897969	-175.8929745	-175.9989408	-176.1064119	-176.2147801	-176.3237242	-176.4330587	-176.5426698	-174.2906197	-174.4002303	-174.5095641	-174.6185075	-174.7268752	-174.8343457	-174.9403118	-175.043489
0.31299	-175.7919262	-175.8951846	-176.0011923	-176.1086872	-176.2170703	-176.326024	-176.4353654	-176.5449816	-174.2883081	-174.3979237	-174.5072643	-174.6162173	-174.7245999	-174.8320944	-174.9381017	-175.0413599
0.31399	-175.7940579	-175.897396	-176.0034446	-176.1109629	-176.2193607	-176.328324	-176.4376721	-176.5472933	-174.2859962	-174.3956167	-174.5049642	-174.6139271	-174.7223242	-174.8298421	-174.9358905	-175.0392283
0.31499	-175.7961918	-175.8996084	-176.0056973	-176.113239	-176.2216512	-176.3306242	-176.439979	-176.5496051	-174.2836845	-174.3933097	-174.502664	-174.6116364	-174.7200481	-174.8275892	-174.9336781	-175.0370943
0.31599	-175.7983281	-175.9018219	-176.0079509	-176.1155155	-176.223942	-176.3329247	-176.4422862	-176.551917	-174.2813726	-174.3910027	-174.5003637	-174.6093457	-174.7177718	-174.8253358	-174.9314645	-175.0349579
0.31699	-175.8004667	-175.9040366	-176.0102049	-176.1177922	-176.2262331	-176.3352251	-176.4445933	-176.554229	-174.2790607	-174.3886955	-174.4980631	-174.6070547	-174.7154951	-174.8230819	-174.9292498	-175.0328194
0.31799	-175.8026076	-175.9062525	-176.0124596	-176.1200693	-176.2285243	-176.3375259	-176.4469006	-176.556541	-174.2767485	-174.3863884	-174.4957622	-174.6047633	-174.7132179	-174.8208273	-174.9270339	-175.0306785
0.31899	-175.8047507	-175.9084692	-176.0147147	-176.1223469	-176.230816	-176.3398268	-176.449208	-176.5588533	-174.2744365	-174.3840809	-174.4934614	-174.6024717	-174.7109402	-174.8185719	-174.924817	-175.0285354
0.31999	-175.806896	-175.9106871	-176.0169707	-176.1246248	-176.2331077	-176.3421279	-176.4515157	-176.5611656	-174.2721242	-174.3817734	-174.4911604	-174.60018	-174.7086624	-174.8163161	-174.9225993	-175.0263901
0.32099	-175.8090433	-175.9129063	-176.019227	-176.126903	-176.2353997	-176.3444291	-176.4538233	-176.5634778	-174.2698119	-174.3794656	-174.4888592	-174.597888	-174.7063842	-174.8140596	-174.9203802	-175.0242428
0.32199	-175.8111927	-175.9151264	-176.0214842	-176.1291817	-176.2376919	-176.3467305	-176.4561311	-176.5657903	-174.2674993	-174.3771579	-174.4865579	-174.5955957	-174.7041055	-174.8118027	-174.9181601	-175.0220934
0.32299	-175.8133445	-175.9173473	-176.0237417	-176.1314607	-176.2399844	-176.349032	-176.4584388	-176.5681028	-174.2651869	-174.37485	-174.4842563	-174.5933033	-174.7018265	-174.8095449	-174.9159391	-175.0199416
0.32399	-175.8154982	-175.9195694	-176.0259999	-176.13374	-176.2422771	-176.3513337	-176.4607469	-176.5704154	-174.2628743	-174.3725422	-174.4819546	-174.5910106	-174.6995472	-174.8072868	-174.913717	-175.017788
0.32499	-175.8176537	-175.9217926	-176.0282586	-176.1360197	-176.2445701	-176.3536355	-176.463055	-176.572728	-174.2605617	-174.370234	-174.4796529	-174.5887176	-174.6972675	-174.8050282	-174.9114938	-175.0156324
0.32599	-175.8198114	-175.9240167	-176.0305181	-176.1382997	-176.2468633	-176.3559375	-176.4653633	-176.5750409	-174.258249	-174.3679258	-174.4773508	-174.5864245	-174.6949876	-174.8027688	-174.9092697	-175.0134748
0.32699	-175.821971	-175.9262417	-176.0327779	-176.1405801	-176.2491566	-176.3582396	-176.4676717	-176.5773538	-174.2559361	-174.3656174	-174.4750486	-174.5841313	-174.6927073	-174.8005089	-174.9070449	-175.0113152
0.32799	-175.8241325	-175.9284676	-176.0350382	-176.1428607	-176.2514502	-176.360542	-176.4699801	-176.5796666	-174.2536232	-174.3633091	-174.4727464	-174.5818376	-174.6904265	-174.7982486	-174.9048188	-175.0091538
0.32899	-175.8262957	-175.9306945	-176.0372991	-176.1451417	-176.253744	-176.3628445	-176.4722885	-176.5819795	-174.2513102	-174.3610004	-174.470444	-174.5795437	-174.6881454	-174.7959877	-174.9025918	-175.0069903
0.32999	-175.828461	-175.9329225	-176.0395607	-176.1474231	-176.2560381	-176.365147	-176.4745972	-176.5842926	-174.2489972	-174.3586918	-174.4681414	-174.5772497	-174.6858641	-174.7937262	-174.9003638	-175.004825
0.33099	-175.830628	-175.9351514	-176.0418226	-176.1497048	-176.2583322	-176.3674497	-176.4769062	-176.5866059	-174.2466839	-174.356383	-174.4658387	-174.5749556	-174.6835826	-174.7914642	-174.898135	-175.0026581
0.33199	-175.832797	-175.9373812	-176.0440851	-176.1519869	-176.2606268	-176.3697527	-176.4792149	-176.5889192	-174.2443708	-174.3540743	-174.4635357	-174.572661	-174.6813005	-174.7892016	-174.8959053	-175.0004893
0.33299	-175.8349675	-175.9396118	-176.0463483	-176.1542692	-176.2629216	-176.3720558	-176.4815238	-176.5912326	-174.2420574	-174.3517652	-174.4612326	-174.5703664	-174.6790181	-174.7869386	-174.8936746	-174.9983186
0.33399	-175.83714	-175.9418434	-176.0486118	-176.1565517	-176.2652163	-176.374359	-176.483833	-176.5935459	-174.239744	-174.3494563	-174.4589295	-174.5680715	-174.6767355	-174.7846752	-174.8914431	-174.9961462
0.33499	-175.8393139	-175.9440757	-176.0508757	-176.1588346	-176.2675113	-176.3766624	-176.4861423	-176.5958593	-174.2374305	-174.347147	-174.4566262	-174.5657764	-174.6744527	-174.782411	-174.8892108	-174.9939723
0.33599	-175.8414897	-175.9463092	-176.0531403	-176.161118	-176.2698067	-176.3789658	-176.4884515	-176.5981729	-174.2351171	-174.3448377	-174.4543227	-174.563481	-174.6721695	-174.7801465	-174.8869774	-174.9917965
0.33699	-175.8436672	-175.9485433	-176.0554054	-176.1634015	-176.2721023	-176.3812694	-176.4907609	-176.6004865	-174.2328034	-174.3425282	-174.4520191	-174.5611856	-174.6698858	-174.7778814	-174.8847431	-174.9896189
0.33799	-175.8458463	-175.9507782	-176.057671	-176.1656854	-176.2743979	-176.3835732	-176.4930704	-176.6028003	-174.2304897	-174.3402188	-174.4497153	-174.5588899	-174.6676018	-174.775616	-174.8825083	-174.9874399
