lvl_1  k2 k1 k0
H: -0.11801 -9.7357143 -3.6785761 -175.9049822
H: -0.11701 -9.5357143 -3.6307607 -175.9021245
H: -0.11601 -9.3285714 -3.5816694 -175.8992161
H: -0.11501 -9.1214286 -3.5329867 -175.8963560
H: -0.11401 -8.9285714 -3.4880471 -175.8937383
H: -0.11301 -8.7214286 -3.4401930 -175.8909747
H: -0.11201 -8.5285714 -3.3960249 -175.8884460
H: -0.11101 -8.3500000 -3.3554970 -175.8861467
H: -0.11001 -8.1714286 -3.3153034 -175.8838851
H: -0.10901 -7.9785714 -3.2722924 -175.8814873
H: -0.10801 -7.8000000 -3.2328360 -175.8793079
H: -0.10701 -7.6357143 -3.1968484 -175.8773373
H: -0.10601 -7.4642857 -3.1596450 -175.8753190
H: -0.10501 -7.2857143 -3.1212486 -175.8732552
H: -0.10401 -7.1285714 -3.0877797 -175.8714733
H: -0.10301 -6.9571428 -3.0515991 -175.8695644
H: -0.10201 -6.8071429 -3.0202519 -175.8679268
H: -0.10101 -6.6571429 -2.9892046 -175.8663204
H: -0.10001 -6.5142857 -2.9599046 -175.8648182
H: -0.09901 -6.3500000 -2.9265570 -175.8631261
H: -0.09801 -6.2142857 -2.8992814 -175.8617558
H: -0.09701 -6.0857143 -2.8736931 -175.8604828
H: -0.09601 -5.9357143 -2.8441287 -175.8590262
H: -0.09501 -5.7928571 -2.8162801 -175.8576692
H: -0.09401 -5.6714286 -2.7928477 -175.8565389
H: -0.09301 -5.5500000 -2.7696410 -175.8554302
H: -0.09201 -5.4142857 -2.7439940 -175.8542187
H: -0.09101 -5.2857143 -2.7199486 -175.8530946
H: -0.09001 -5.1785714 -2.7001307 -175.8521783
H: -0.08901 -5.0714286 -2.6805214 -175.8512811
H: -0.08801 -4.9500000 -2.6585290 -175.8502855
H: -0.08701 -4.8285714 -2.6368023 -175.8493137
H: -0.08601 -4.7214286 -2.6178359 -175.8484745
H: -0.08501 -4.6285714 -2.6015840 -175.8477635
H: -0.08401 -4.5357143 -2.5855236 -175.8470691
H: -0.08301 -4.4214286 -2.5659613 -175.8462321
H: -0.08201 -4.3214286 -2.5490764 -175.8455195
H: -0.08101 -4.2285714 -2.5335674 -175.8448720
H: -0.08001 -4.1428571 -2.5194114 -175.8442876
H: -0.07901 -4.0357143 -2.5019564 -175.8435768
H: -0.07801 -3.9642857 -2.4904550 -175.8431139
H: -0.07701 -3.8714286 -2.4756831 -175.8425265
H: -0.07601 -3.7785714 -2.4611027 -175.8419543
H: -0.07501 -3.7000000 -2.4489340 -175.8414832
H: -0.07401 -3.6357143 -2.4390913 -175.8411065
H: -0.07301 -3.5500000 -2.4261410 -175.8406175
H: -0.07201 -3.4642857 -2.4133736 -175.8401421
H: -0.07101 -3.4000000 -2.4039280 -175.8397952
H: -0.07001 -3.3214286 -2.3925221 -175.8393814
H: -0.06901 -3.2571429 -2.3833394 -175.8390535
H: -0.06801 -3.1785714 -2.3722536 -175.8386626
H: -0.06701 -3.1214286 -2.3643096 -175.8383865
H: -0.06601 -3.0571429 -2.3555126 -175.8380856
H: -0.06501 -3.0000000 -2.3477800 -175.8378241
H: -0.06401 -2.9142857 -2.3363840 -175.8374454
H: -0.06301 -2.8642857 -2.3298444 -175.8372316
H: -0.06201 -2.8214286 -2.3243093 -175.8370530
H: -0.06101 -2.7500000 -2.3152250 -175.8367642
H: -0.06001 -2.6785714 -2.3063064 -175.8364859
H: -0.05901 -2.6357143 -2.3010399 -175.8363241
H: -0.05801 -2.6000000 -2.2967120 -175.8361931
H: -0.05701 -2.5357143 -2.2890550 -175.8359651
H: -0.05601 -2.4785714 -2.2823739 -175.8357699
H: -0.05501 -2.4357143 -2.2774501 -175.8356285
H: -0.05401 -2.3857143 -2.2717877 -175.8354683
H: -0.05301 -2.3285714 -2.2654494 -175.8352926
H: -0.05201 -2.2857143 -2.2607829 -175.8351656
H: -0.05101 -2.2500000 -2.2569550 -175.8350630
H: -0.05001 -2.2000000 -2.2517040 -175.8349252
H: -0.04901 -2.1642857 -2.2480304 -175.8348308
H: -0.04801 -2.1214286 -2.2436953 -175.8347212
H: -0.04701 -2.0642857 -2.2380313 -175.8345809
H: -0.04601 -2.0285714 -2.2345834 -175.8344978
H: -0.04501 -2.0071429 -2.2325416 -175.8344491
H: -0.04401 -1.9642857 -2.2285436 -175.8343559
H: -0.04301 -1.9142857 -2.2240040 -175.8342530
H: -0.04201 -1.8857143 -2.2214606 -175.8341964
H: -0.04101 -1.8500000 -2.2183470 -175.8341286
H: -0.04001 -1.8142857 -2.2153163 -175.8340643
H: -0.03901 -1.7714286 -2.2117526 -175.8339903
H: -0.03801 -1.7428571 -2.2094434 -175.8339436
H: -0.03701 -1.7214286 -2.2077559 -175.8339104
H: -0.03601 -1.7000000 -2.2060940 -175.8338782
H: -0.03501 -1.6500000 -2.2023430 -175.8338079
H: -0.03401 -1.6142857 -2.1997409 -175.8337606
H: -0.03301 -1.5857143 -2.1977117 -175.8337246
H: -0.03201 -1.5642857 -2.1962327 -175.8336991
H: -0.03101 -1.5357143 -2.1943179 -175.8336670
H: -0.03001 -1.5142857 -2.1929246 -175.8336444
H: -0.02901 -1.4857143 -2.1911240 -175.8336161
H: -0.02801 -1.4642857 -2.1898164 -175.8335961
H: -0.02701 -1.4214286 -2.1872813 -175.8335587
H: -0.02601 -1.3928571 -2.1856579 -175.8335357
H: -0.02501 -1.3857143 -2.1852763 -175.8335306
H: -0.02401 -1.3714286 -2.1845017 -175.8335201
H: -0.02301 -1.3285714 -2.1823151 -175.8334923
H: -0.02201 -1.2857143 -2.1802200 -175.8334667
H: -0.02101 -1.2928571 -2.1805673 -175.8334709
H: -0.02001 -1.2642857 -2.1792639 -175.8334561
H: -0.01901 -1.2500000 -2.1786550 -175.8334496
H: -0.01801 -1.2142857 -2.1771957 -175.8334347
H: -0.01701 -1.2071429 -2.1769056 -175.8334318
H: -0.01601 -1.1714286 -2.1755949 -175.8334198
H: -0.01501 -1.1785714 -2.1758450 -175.8334220
H: -0.01401 -1.1428571 -2.1746543 -175.8334121
H: -0.01301 -1.1214286 -2.1739953 -175.8334071
H: -0.01201 -1.0928571 -2.1731719 -175.8334012
H: -0.01101 -1.0928571 -2.1731661 -175.8334011
H: -0.01001 -1.0571429 -2.1722726 -175.8333955
H: -0.00901 -1.0571429 -2.1722783 -175.8333956
H: -0.00801 -1.0285714 -2.1716720 -175.8333924
H: -0.00701 -1.0214286 -2.1715361 -175.8333918
H: -0.00601 -1.0071429 -2.1713044 -175.8333909
H: -0.00501 -0.9857143 -2.1709597 -175.8333895
H: -0.00401 -0.9571429 -2.1706049 -175.8333884
H: -0.00301 -0.9571429 -2.1706106 -175.8333885
H: -0.00201 -0.9500000 -2.1705290 -175.8333882
H: -0.00101 -0.9142857 -2.1702840 -175.8333879
H: -1e-05 -0.9000000 -2.1702180 -175.8333878
H: 0.00099 -0.9000000 -2.1702180 -175.8333878
H: 0.00199 -0.8857143 -2.1701977 -175.8333878
H: 0.00299 -0.8785714 -2.1702104 -175.8333878
H: 0.00399 -0.8571429 -2.1702686 -175.8333878
H: 0.00499 -0.8285714 -2.1704051 -175.8333877
H: 0.00599 -0.8142857 -2.1705220 -175.8333874
H: 0.00699 -0.8214286 -2.1704521 -175.8333876
H: 0.00799 -0.8142857 -2.1705249 -175.8333874
H: 0.00899 -0.7857143 -2.1708957 -175.8333863
H: 0.00999 -0.7785714 -2.1710084 -175.8333858
H: 0.01099 -0.7714286 -2.1711297 -175.8333853
H: 0.01199 -0.7642857 -2.1712596 -175.8333847
H: 0.01299 -0.7357143 -2.1718590 -175.8333816
H: 0.01399 -0.7285714 -2.1720289 -175.8333806
H: 0.01499 -0.7214286 -2.1722073 -175.8333795
H: 0.01599 -0.7142857 -2.1723943 -175.8333783
H: 0.01699 -0.7000000 -2.1728140 -175.8333752
H: 0.01799 -0.7000000 -2.1728140 -175.8333752
H: 0.01899 -0.6857143 -2.1732794 -175.8333715
H: 0.01999 -0.6785714 -2.1735350 -175.8333692
H: 0.02099 -0.6571428 -2.1743217 -175.8333620
H: 0.02199 -0.6428571 -2.1748786 -175.8333566
H: 0.02299 -0.6357143 -2.1751827 -175.8333533
H: 0.02399 -0.6500000 -2.1745630 -175.8333600
H: 0.02499 -0.6357143 -2.1751999 -175.8333530
H: 0.02599 -0.6142857 -2.1762066 -175.8333412
H: 0.02699 -0.6000000 -2.1769120 -175.8333325
H: 0.02799 -0.6000000 -2.1769120 -175.8333325
H: 0.02899 -0.5857143 -2.1776631 -175.8333226
H: 0.02999 -0.5785714 -2.1780616 -175.8333171
H: 0.03099 -0.5857143 -2.1776603 -175.8333227
H: 0.03199 -0.5714286 -2.1784857 -175.8333108
H: 0.03299 -0.5571429 -2.1793683 -175.8332972
H: 0.03399 -0.5428572 -2.1802680 -175.8332830
H: 0.03499 -0.5571429 -2.1793397 -175.8332981
H: 0.03599 -0.5428571 -2.1802966 -175.8332821
H: 0.03699 -0.5285714 -2.1812706 -175.8332655
H: 0.03799 -0.5142857 -2.1823017 -175.8332469
H: 0.03899 -0.5214286 -2.1817747 -175.8332566
H: 0.03999 -0.5000000 -2.1833700 -175.8332270
H: 0.04099 -0.4928572 -2.1839370 -175.8332157
H: 0.04199 -0.5071429 -2.1828087 -175.8332380
H: 0.04299 -0.5000000 -2.1833700 -175.8332270
H: 0.04399 -0.4785714 -2.1851596 -175.8331896
H: 0.04499 -0.4714286 -2.1857666 -175.8331767
H: 0.04599 -0.4785714 -2.1851453 -175.8331902
H: 0.04699 -0.4571429 -2.1870463 -175.8331481
H: 0.04799 -0.4571429 -2.1870520 -175.8331479
H: 0.04899 -0.4571428 -2.1870577 -175.8331476
H: 0.04999 -0.4500000 -2.1877190 -175.8331323
H: 0.05099 -0.4428571 -2.1884289 -175.8331147
H: 0.05199 -0.4285714 -2.1898314 -175.8330803
H: 0.05299 -0.4357143 -2.1891159 -175.8330982
H: 0.05399 -0.4142857 -2.1913226 -175.8330414
H: 0.05499 -0.4214286 -2.1905670 -175.8330614
H: 0.05599 -0.4214286 -2.1905841 -175.8330604
H: 0.05699 -0.4214286 -2.1905613 -175.8330617
H: 0.05799 -0.3928572 -2.1937379 -175.8329734
H: 0.05899 -0.3857143 -2.1945563 -175.8329500
H: 0.05999 -0.4000000 -2.1929080 -175.8329975
H: 0.06099 -0.4000000 -2.1929080 -175.8329975
H: 0.06199 -0.3857143 -2.1946020 -175.8329473
H: 0.06299 -0.3785714 -2.1954719 -175.8329209
H: 0.06399 -0.3714286 -2.1963503 -175.8328939
H: 0.06499 -0.3642857 -2.1972373 -175.8328663
H: 0.06599 -0.3642857 -2.1972487 -175.8328656
H: 0.06699 -0.3714286 -2.1963217 -175.8328957
H: 0.06799 -0.3642857 -2.1972516 -175.8328654
H: 0.06899 -0.3500000 -2.1991570 -175.8328019
H: 0.06999 -0.3357143 -2.2010796 -175.8327372
H: 0.07099 -0.3428571 -2.2001126 -175.8327699
H: 0.07199 -0.3428571 -2.2001069 -175.8327703
H: 0.07299 -0.3428571 -2.2001011 -175.8327707
H: 0.07399 -0.3357143 -2.2011339 -175.8327334
H: 0.07499 -0.3357143 -2.2011224 -175.8327343
H: 0.07599 -0.3285714 -2.2021780 -175.8326953
H: 0.07699 -0.3214286 -2.2032421 -175.8326556
H: 0.07799 -0.3142857 -2.2043149 -175.8326154
H: 0.07899 -0.3000000 -2.2065060 -175.8325314
H: 0.07999 -0.3142857 -2.2042977 -175.8326167
H: 0.08099 -0.3214286 -2.2031707 -175.8326611
H: 0.08199 -0.3000000 -2.2065660 -175.8325267
H: 0.08299 -0.2928571 -2.2077330 -175.8324790
H: 0.08399 -0.2928571 -2.2077273 -175.8324795
H: 0.08499 -0.2928571 -2.2077216 -175.8324800
H: 0.08599 -0.2857143 -2.2089257 -175.8324292
H: 0.08699 -0.3000000 -2.2065060 -175.8325317
H: 0.08799 -0.2857143 -2.2089429 -175.8324278
H: 0.08899 -0.2785714 -2.2101841 -175.8323738
H: 0.08999 -0.2857143 -2.2089400 -175.8324280
H: 0.09099 -0.2714286 -2.2114511 -175.8323177
H: 0.09199 -0.2714286 -2.2114683 -175.8323161
H: 0.09299 -0.2642857 -2.2127553 -175.8322582
H: 0.09399 -0.2714286 -2.2114426 -175.8323185
H: 0.09499 -0.2571428 -2.2140966 -175.8321952
H: 0.09599 -0.2642857 -2.2127496 -175.8322587
H: 0.09699 -0.2500000 -2.2154550 -175.8321307
H: 0.09799 -0.2500000 -2.2154550 -175.8321307
H: 0.09899 -0.2500000 -2.2154550 -175.8321307
H: 0.09999 -0.2500000 -2.2154550 -175.8321307
H: 0.10099 -0.2500000 -2.2154550 -175.8321307
H: 0.10199 -0.2500000 -2.2154550 -175.8321307
H: 0.10299 -0.2500000 -2.2154550 -175.8321307
H: 0.10399 -0.2357143 -2.2183490 -175.8319841
H: 0.10499 -0.2285714 -2.2198189 -175.8319085
H: 0.10599 -0.2357143 -2.2183461 -175.8319844
H: 0.10699 -0.2357143 -2.2183347 -175.8319856
H: 0.10799 -0.2142857 -2.2228557 -175.8317472
H: 0.10899 -0.2285714 -2.2198303 -175.8319073
H: 0.10999 -0.2285714 -2.2198131 -175.8319092
H: 0.11099 -0.2214286 -2.2213630 -175.8318251
H: 0.11199 -0.2214286 -2.2213801 -175.8318232
H: 0.11299 -0.2214286 -2.2213573 -175.8318257
H: 0.11399 -0.2071429 -2.2245541 -175.8316469
H: 0.11499 -0.2071428 -2.2245599 -175.8316463
H: 0.11599 -0.2285714 -2.2196903 -175.8319229
H: 0.11699 -0.2071429 -2.2245913 -175.8316427
H: 0.11799 -0.2071429 -2.2245970 -175.8316420
H: 0.11899 -0.1928571 -2.2279253 -175.8314482
H: 0.11999 -0.2071429 -2.2245684 -175.8316454
H: 0.12099 -0.1928571 -2.2279539 -175.8314448
H: 0.12199 -0.2071429 -2.2245399 -175.8316488
H: 0.12299 -0.1928571 -2.2279824 -175.8314414
H: 0.12399 -0.1928571 -2.2279767 -175.8314421
H: 0.12499 -0.1857143 -2.2297380 -175.8313335
H: 0.12599 -0.2000000 -2.2262040 -175.8315521
H: 0.12699 -0.2000000 -2.2262040 -175.8315521
H: 0.12799 -0.1857143 -2.2297837 -175.8313278
H: 0.12899 -0.1785714 -2.2315964 -175.8312128
H: 0.12999 -0.1857143 -2.2297809 -175.8313282
H: 0.13099 -0.1857143 -2.2297694 -175.8313297
H: 0.13199 -0.1642857 -2.2353190 -175.8309704
H: 0.13299 -0.1785714 -2.2316079 -175.8312114
H: 0.13399 -0.1785714 -2.2315907 -175.8312136
H: 0.13499 -0.1857143 -2.2297037 -175.8313382
H: 0.13599 -0.1642857 -2.2354247 -175.8309564
H: 0.13699 -0.1714286 -2.2334977 -175.8310864
H: 0.13799 -0.1714286 -2.2335149 -175.8310841
H: 0.13899 -0.1857143 -2.2295980 -175.8313525
H: 0.13999 -0.1642857 -2.2354904 -175.8309475
H: 0.14099 -0.1500000 -2.2394530 -175.8306727
H: 0.14199 -0.1500000 -2.2394530 -175.8306727
H: 0.14299 -0.1642857 -2.2354447 -175.8309538
H: 0.14399 -0.1714286 -2.2334177 -175.8310976
H: 0.14499 -0.1642857 -2.2354476 -175.8309534
H: 0.14599 -0.1642857 -2.2354590 -175.8309518
H: 0.14699 -0.1571429 -2.2375117 -175.8308043
H: 0.14799 -0.1428572 -2.2416686 -175.8305020
H: 0.14899 -0.1500000 -2.2395930 -175.8306527
H: 0.14999 -0.1571429 -2.2374689 -175.8308106
H: 0.15099 -0.1571429 -2.2374746 -175.8308098
H: 0.15199 -0.1428571 -2.2417457 -175.8304905
H: 0.15299 -0.1428571 -2.2417400 -175.8304914
H: 0.15399 -0.1357143 -2.2439156 -175.8303258
H: 0.15499 -0.1642857 -2.2352019 -175.8309901
H: 0.15599 -0.1428572 -2.2417629 -175.8304879
H: 0.15699 -0.1357143 -2.2439813 -175.8303157
H: 0.15799 -0.1428571 -2.2417714 -175.8304866
H: 0.15899 -0.1500000 -2.2395130 -175.8306651
H: 0.15999 -0.1285714 -2.2462740 -175.8301318
H: 0.16099 -0.1357143 -2.2440156 -175.8303103
H: 0.16199 -0.1500000 -2.2394530 -175.8306746
H: 0.16299 -0.1357143 -2.2440327 -175.8303076
H: 0.16399 -0.1285714 -2.2463454 -175.8301204
H: 0.16499 -0.1214286 -2.2486667 -175.8299318
H: 0.16599 -0.1285714 -2.2463311 -175.8301227
H: 0.16699 -0.1357143 -2.2439870 -175.8303150
H: 0.16799 -0.1357143 -2.2439756 -175.8303169
H: 0.16899 -0.1285714 -2.2463597 -175.8301180
H: 0.16999 -0.1214286 -2.2487524 -175.8299176
H: 0.17099 -0.1285714 -2.2463454 -175.8301204
H: 0.17199 -0.1214286 -2.2487667 -175.8299152
H: 0.17299 -0.1285714 -2.2463311 -175.8301228
H: 0.17399 -0.1214286 -2.2487810 -175.8299127
H: 0.17499 -0.1285714 -2.2463169 -175.8301253
H: 0.17599 -0.1214286 -2.2487953 -175.8299103
H: 0.17699 -0.1142857 -2.2512823 -175.8296938
H: 0.17799 -0.1142857 -2.2512937 -175.8296918
H: 0.17899 -0.1214286 -2.2487667 -175.8299153
H: 0.17999 -0.1285714 -2.2462311 -175.8301403
H: 0.18099 -0.1071429 -2.2538750 -175.8294587
H: 0.18199 -0.1071429 -2.2538807 -175.8294576
H: 0.18299 -0.1071428 -2.2538864 -175.8294566
H: 0.18399 -0.1285714 -2.2461026 -175.8301634
H: 0.18499 -0.1214286 -2.2487096 -175.8299256
H: 0.18599 -0.1000000 -2.2565620 -175.8292062
H: 0.18699 -0.1071429 -2.2539493 -175.8294451
H: 0.18799 -0.1142857 -2.2512880 -175.8296930
H: 0.18899 -0.1071429 -2.2539407 -175.8294467
H: 0.18999 -0.1000000 -2.2566420 -175.8291913
H: 0.19099 -0.1071429 -2.2539321 -175.8294483
H: 0.19199 -0.1071429 -2.2539379 -175.8294473
H: 0.19299 -0.1071429 -2.2539436 -175.8294462
H: 0.19399 -0.1142857 -2.2511966 -175.8297103
H: 0.19499 -0.1000000 -2.2567020 -175.8291799
H: 0.19599 -0.1000000 -2.2567020 -175.8291799
H: 0.19699 -0.0857143 -2.2622531 -175.8286406
H: 0.19799 -0.0928571 -2.2594719 -175.8289113
H: 0.19899 -0.1071429 -2.2538579 -175.8294629
H: 0.19999 -0.1142857 -2.2510251 -175.8297437
H: 0.20099 -0.1000000 -2.2567020 -175.8291798
H: 0.20199 -0.1000000 -2.2567020 -175.8291798
H: 0.20299 -0.1000000 -2.2567020 -175.8291798
H: 0.20399 -0.0857143 -2.2624531 -175.8286010
H: 0.20499 -0.0928571 -2.2595719 -175.8288915
H: 0.20599 -0.0928571 -2.2595661 -175.8288927
H: 0.20699 -0.0928571 -2.2595604 -175.8288938
H: 0.20799 -0.1000000 -2.2566420 -175.8291919
H: 0.20899 -0.0928572 -2.2595690 -175.8288921
H: 0.20999 -0.0857143 -2.2625446 -175.8285822
H: 0.21099 -0.0928571 -2.2595776 -175.8288903
H: 0.21199 -0.1000000 -2.2565620 -175.8292086
H: 0.21299 -0.0785714 -2.2655944 -175.8282568
H: 0.21399 -0.0857143 -2.2625789 -175.8285750
H: 0.21499 -0.1000000 -2.2565020 -175.8292213
H: 0.21599 -0.0857143 -2.2625960 -175.8285714
H: 0.21699 -0.0785714 -2.2656659 -175.8282416
H: 0.21799 -0.0857143 -2.2625931 -175.8285720
H: 0.21899 -0.0857143 -2.2625817 -175.8285745
H: 0.21999 -0.0928571 -2.2594861 -175.8289099
H: 0.22099 -0.0785714 -2.2657173 -175.8282304
H: 0.22199 -0.0857143 -2.2625874 -175.8285732
H: 0.22299 -0.0785714 -2.2657430 -175.8282247
H: 0.22399 -0.0928571 -2.2594033 -175.8289281
H: 0.22499 -0.0714286 -2.2689443 -175.8278661
H: 0.22599 -0.0785714 -2.2657516 -175.8282228
H: 0.22699 -0.0857143 -2.2625503 -175.8285815
H: 0.22799 -0.0857143 -2.2625389 -175.8285841
H: 0.22899 -0.0785714 -2.2657801 -175.8282164
H: 0.22999 -0.0714286 -2.2690300 -175.8278468
H: 0.23099 -0.0785714 -2.2657659 -175.8282197
H: 0.23199 -0.0857143 -2.2624931 -175.8285945
H: 0.23299 -0.0714286 -2.2690614 -175.8278395
H: 0.23399 -0.0714286 -2.2690786 -175.8278356
H: 0.23499 -0.0785714 -2.2657573 -175.8282217
H: 0.23599 -0.0785714 -2.2657401 -175.8282257
H: 0.23699 -0.0642857 -2.2724570 -175.8274361
H: 0.23799 -0.0857143 -2.2623646 -175.8286245
H: 0.23899 -0.0857143 -2.2623531 -175.8286272
H: 0.23999 -0.0642857 -2.2725313 -175.8274186
H: 0.24099 -0.0642857 -2.2725427 -175.8274159
H: 0.24199 -0.0714286 -2.2691157 -175.8278269
H: 0.24299 -0.0785714 -2.2656801 -175.8282400
H: 0.24399 -0.0714286 -2.2691300 -175.8278235
H: 0.24499 -0.0642857 -2.2725884 -175.8274048
H: 0.24599 -0.0642857 -2.2725999 -175.8274021
H: 0.24699 -0.0714286 -2.2691014 -175.8278304
H: 0.24799 -0.0785714 -2.2655944 -175.8282609
H: 0.24899 -0.0714286 -2.2691157 -175.8278269
H: 0.24999 -0.0642857 -2.2726456 -175.8273908
H: 0.25099 -0.0642857 -2.2726570 -175.8273880
H: 0.25199 -0.0714286 -2.2690871 -175.8278340
H: 0.25299 -0.0642857 -2.2726599 -175.8273873
H: 0.25399 -0.0642857 -2.2726713 -175.8273844
H: 0.25499 -0.0714286 -2.2690586 -175.8278412
H: 0.25599 -0.0642857 -2.2726741 -175.8273837
H: 0.25699 -0.0500000 -2.2799510 -175.8264570
H: 0.25799 -0.0642857 -2.2726570 -175.8273880
H: 0.25899 -0.0714286 -2.2689871 -175.8278594
H: 0.25999 -0.0785714 -2.2653087 -175.8283330
H: 0.26099 -0.0571429 -2.2763811 -175.8269027
H: 0.26199 -0.0571429 -2.2763869 -175.8269012
H: 0.26299 -0.0571429 -2.2763926 -175.8268997
H: 0.26399 -0.0642857 -2.2726456 -175.8273911
H: 0.26499 -0.0642857 -2.2726570 -175.8273881
H: 0.26599 -0.0714286 -2.2688871 -175.8278855
H: 0.26699 -0.0642857 -2.2726599 -175.8273873
H: 0.26799 -0.0500000 -2.2802510 -175.8263789
H: 0.26899 -0.0500000 -2.2802510 -175.8263789
H: 0.26999 -0.0500000 -2.2802510 -175.8263789
H: 0.27099 -0.0642857 -2.2725856 -175.8274072
H: 0.27199 -0.0714286 -2.2687300 -175.8279274
H: 0.27299 -0.0642857 -2.2725884 -175.8274064
H: 0.27399 -0.0500000 -2.2803510 -175.8263519
H: 0.27499 -0.0500000 -2.2803510 -175.8263519
H: 0.27599 -0.0642857 -2.2725427 -175.8274189
H: 0.27699 -0.0571428 -2.2764526 -175.8268838
H: 0.27799 -0.0571429 -2.2764583 -175.8268822
H: 0.27899 -0.0428571 -2.2843580 -175.8257902
H: 0.27999 -0.0571429 -2.2764297 -175.8268902
H: 0.28099 -0.0571429 -2.2764354 -175.8268886
H: 0.28199 -0.0642857 -2.2724313 -175.8274497
H: 0.28299 -0.0500000 -2.2804510 -175.8263242
H: 0.28399 -0.0642857 -2.2724141 -175.8274545
H: 0.28499 -0.0571429 -2.2764383 -175.8268878
H: 0.28599 -0.0428571 -2.2845380 -175.8257397
H: 0.28699 -0.0357143 -2.2886136 -175.8251583
H: 0.28799 -0.0642857 -2.2722999 -175.8274870
H: 0.28899 -0.0571429 -2.2763811 -175.8269040
H: 0.28999 -0.0571428 -2.2763869 -175.8269024
H: 0.29099 -0.0428571 -2.2846294 -175.8257135
H: 0.29199 -0.0571429 -2.2763583 -175.8269106
H: 0.29299 -0.0428572 -2.2846580 -175.8257052
H: 0.29399 -0.0571429 -2.2763297 -175.8269190
H: 0.29499 -0.0428571 -2.2846866 -175.8256968
H: 0.29599 -0.0571429 -2.2763011 -175.8269273
H: 0.29699 -0.0571429 -2.2763069 -175.8269256
H: 0.29799 -0.0500000 -2.2805110 -175.8263070
H: 0.29899 -0.0285714 -2.2932291 -175.8244200
H: 0.29999 -0.0500000 -2.2804910 -175.8263130
H: 0.30099 -0.0571429 -2.2762097 -175.8269545
H: 0.30199 -0.0571429 -2.2762154 -175.8269528
H: 0.30299 -0.0428571 -2.2848009 -175.8256629
H: 0.30399 -0.0428571 -2.2847951 -175.8256646
H: 0.30499 -0.0357143 -2.2891279 -175.8250076
H: 0.30599 -0.0642857 -2.2717856 -175.8276392
H: 0.30699 -0.0571429 -2.2761240 -175.8269804
H: 0.30799 -0.0428572 -2.2848523 -175.8256472
H: 0.30899 -0.0357143 -2.2892421 -175.8249727
H: 0.30999 -0.0357143 -2.2892307 -175.8249763
H: 0.31099 -0.0428571 -2.2848351 -175.8256525
H: 0.31199 -0.0571429 -2.2759926 -175.8270208
H: 0.31299 -0.0500000 -2.2804110 -175.8263375
H: 0.31399 -0.0428571 -2.2848780 -175.8256392
H: 0.31499 -0.0428571 -2.2848723 -175.8256410
H: 0.31599 -0.0428571 -2.2848666 -175.8256427
H: 0.31699 -0.0357143 -2.2893707 -175.8249327
H: 0.31799 -0.0500000 -2.2803510 -175.8263564
H: 0.31899 -0.0500000 -2.2803510 -175.8263564
H: 0.31999 -0.0357143 -2.2894164 -175.8249182
H: 0.32099 -0.0428571 -2.2848780 -175.8256391
H: 0.32199 -0.0428571 -2.2848723 -175.8256410
H: 0.32299 -0.0428571 -2.2848666 -175.8256428
H: 0.32399 -0.0357143 -2.2894707 -175.8249009
H: 0.32499 -0.0500000 -2.2802510 -175.8263884
H: 0.32599 -0.0500000 -2.2802510 -175.8263884
H: 0.32699 -0.0357143 -2.2895164 -175.8248861
H: 0.32799 -0.0285714 -2.2941720 -175.8241275
H: 0.32899 -0.0357143 -2.2895136 -175.8248870
H: 0.32999 -0.0500000 -2.2801510 -175.8264210
H: 0.33099 -0.0500000 -2.2801510 -175.8264210
H: 0.33199 -0.0500000 -2.2801510 -175.8264210
H: 0.33299 -0.0357143 -2.2895879 -175.8248626
H: 0.33399 -0.0285714 -2.2943291 -175.8240758
H: 0.33499 -0.0357143 -2.2895850 -175.8248635
H: 0.33599 -0.0357143 -2.2895736 -175.8248673
H: 0.33699 -0.0428571 -2.2848066 -175.8256627
H: 0.33799 -0.0428571 -2.2848009 -175.8256646
H: 0.33899 -0.0428572 -2.2847951 -175.8256665
H: 0.33999 -0.0357143 -2.2896279 -175.8248491
H: 0.34099 -0.0357143 -2.2896164 -175.8248530
H: 0.34199 -0.0285714 -2.2944720 -175.8240278
H: 0.34299 -0.0357143 -2.2896136 -175.8248539
H: 0.34399 -0.0500000 -2.2798510 -175.8265218
H: 0.34499 -0.0357143 -2.2896307 -175.8248481
H: 0.34599 -0.0285714 -2.2945434 -175.8240034
H: 0.34699 -0.0357143 -2.2896279 -175.8248490
H: 0.34799 -0.0500000 -2.2797510 -175.8265562
H: 0.34899 -0.0357143 -2.2896450 -175.8248431
H: 0.34999 -0.0285714 -2.2946149 -175.8239786
H: 0.35099 -0.0357143 -2.2896421 -175.8248441
H: 0.35199 -0.0357143 -2.2896307 -175.8248481
H: 0.35299 -0.0428572 -2.2846351 -175.8257215
H: 0.35399 -0.0428571 -2.2846294 -175.8257236
H: 0.35499 -0.0285714 -2.2946892 -175.8239526
H: 0.35599 -0.0142857 -2.3048060 -175.8221615
H: 0.35699 -0.0357143 -2.2896136 -175.8248542
H: 0.35799 -0.0500000 -2.2794510 -175.8266616
H: 0.35899 -0.0357143 -2.2896307 -175.8248481
H: 0.35999 -0.0285714 -2.2947434 -175.8239333
H: 0.36099 -0.0357143 -2.2896279 -175.8248492
H: 0.36199 -0.0357143 -2.2896164 -175.8248533
H: 0.36299 -0.0285714 -2.2947720 -175.8239230
